date;state;city;place_type;confirmed;deaths;is_last;estimated_population;city_ibge_code;confirmed_per_100k_inhabitants;death_rate;Ranking IDHM 2010;IDHM 2010;IDHM Renda 2010;IDHM Longevidade 2010;IDHM Educação 2010
2021-12-06;SP;São Joaquim da Barra;city;6548;169;True;52319.0;3549409.0;12515.52973;0.0258;335 º;762;0740;0847;706
2021-12-06;SP;São José da Bela Vista;city;320;18;True;8960.0;3549508.0;3571.42857;0.0563;2105 º;693;0679;0844;580
2021-12-06;SP;São José do Barreiro;city;303;4;True;4144.0;3549607.0;7311.77606;0.0132;2332 º;684;0666;0813;591
2021-12-06;SP;São José do Rio Pardo;city;4195;155;True;55124.0;3549706.0;7610.11538;0.0369;185 º;774;0744;0868;717
2021-12-06;SP;São José do Rio Preto;city;96187;2824;True;464983.0;3549805.0;20686.13261;0.0294;50 º;797;0801;0846;748
2021-12-06;SP;São José dos Campos;city;93456;1968;True;729737.0;3549904.0;12806.80574;0.0211;24 º;807;0804;0855;764
2021-12-06;SP;São Lourenço da Serra;city;685;38;True;15978.0;3549953.0;4287.14482;0.0555;1081 º;728;0704;0823;666
2021-12-06;SP;São Manuel;city;5673;153;True;41123.0;3550100.0;13795.19977;0.027;667 º;744;0735;0805;695
2021-12-06;SP;São Miguel Arcanjo;city;2129;76;True;33002.0;3550209.0;6451.12417;0.0357;1595 º;710;0708;0799;633
2021-12-06;SP;São Paulo;city;976214;39352;True;12325232.0;3550308.0;7920.45131;0.0403;28 º;805;0843;0855;725
2021-12-06;SP;São Pedro;city;5816;105;True;35980.0;3550407.0;16164.53585;0.0181;453 º;755;0741;0863;674
2021-12-06;SP;São Pedro do Turvo;city;992;13;True;7696.0;3550506.0;12889.81289;0.0131;1811 º;703;0661;0826;636
2021-12-06;SP;São Roque;city;7032;107;True;92060.0;3550605.0;7638.49663;0.0152;249 º;768;0765;0863;687
2021-12-06;SP;São Sebastião;city;8112;172;True;90328.0;3550704.0;8980.60402;0.0212;210 º;772;0747;0875;703
2021-12-06;SP;São Sebastião da Grama;city;1181;33;True;12159.0;3550803.0;9712.96982;0.0279;1866 º;701;0689;0820;609
2021-12-06;SP;São Simão;city;1226;29;True;15385.0;3550902.0;7968.80078;0.0237;274 º;766;0732;0852;722
2021-12-06;SP;São Vicente;city;19187;1335;True;368355.0;3551009.0;5208.83387;0.0696;249 º;768;0738;0857;716
2021-12-06;SP;Sarapuí;city;515;7;True;10390.0;3551108.0;4956.68912;0.0136;1696 º;707;0699;0814;621
2021-12-06;SP;Sarutaiá;city;127;19;True;3630.0;3551207.0;3498.62259;0.1496;2224 º;688;0679;0794;603
2021-12-06;SP;Sebastianópolis do Sul;city;234;7;True;3554.0;3551306.0;6584.13056;0.0299;197 º;773;0748;0835;740
2021-12-06;SP;Serra Azul;city;1382;16;True;14981.0;3551405.0;9225.01836;0.0116;2282 º;686;0697;0810;572
2021-12-06;SP;Serrana;city;5283;112;True;45644.0;3551504.0;11574.35808;0.0212;1052 º;729;0713;0835;650
2021-12-06;SP;Serra Negra;city;3070;74;True;29452.0;3551603.0;10423.74032;0.0241;265 º;767;0764;0873;676
2021-12-06;SP;Sertãozinho;city;20126;500;True;127142.0;3551702.0;15829.54492;0.0248;350 º;761;0768;0855;672
2021-12-06;SP;Sete Barras;city;1981;44;True;12780.0;3551801.0;15500.78247;0.0222;2598 º;673;0651;0832;562
2021-12-06;SP;Severínia;city;2281;73;True;17661.0;3551900.0;12915.46345;0.032;1454 º;715;0709;0807;638
2021-12-06;SP;Silveiras;city;554;6;True;6339.0;3552007.0;8739.54882;0.0108;2481 º;678;0657;0812;584
2021-12-06;SP;Socorro;city;4461;76;True;41352.0;3552106.0;10787.86999;0.017;1052 º;729;0737;0828;634
2021-12-06;SP;Sorocaba;city;77573;2856;True;687357.0;3552205.0;11285.69288;0.0368;47 º;798;0792;0843;762
2021-12-06;SP;Sud Mennucci;city;949;16;True;7728.0;3552304.0;12280.0207;0.0169;599 º;747;0743;0809;694
2021-12-06;SP;Sumaré;city;28589;862;True;286211.0;3552403.0;9988.7845;0.0302;335 º;762;0744;0845;705
2021-12-06;SP;Suzanápolis;city;375;12;True;4014.0;3552551.0;9342.30194;0.032;1934 º;699;0665;0813;631
2021-12-06;SP;Suzano;city;24015;965;True;300559.0;3552502.0;7990.11176;0.0402;289 º;765;0708;0873;723
2021-12-06;SP;Tabapuã;city;1923;60;True;12485.0;3552601.0;15402.48298;0.0312;897 º;735;0726;0820;666
2021-12-06;SP;Tabatinga;city;2062;60;True;16644.0;3552700.0;12388.84883;0.0291;1776 º;704;0700;0818;609
2021-12-06;SP;Taboão da Serra;city;18739;948;True;293652.0;3552809.0;6381.36297;0.0506;238 º;769;0742;0863;710
2021-12-06;SP;Taciba;city;839;26;True;6329.0;3552908.0;13256.43862;0.031;1217 º;723;0682;0809;684
2021-12-06;SP;Taguaí;city;2623;38;True;14141.0;3553005.0;18548.90036;0.0145;1638 º;709;0690;0818;631
2021-12-06;SP;Taiaçu;city;402;12;True;6320.0;3553104.0;6360.75949;0.0299;1595 º;710;0701;0814;628
2021-12-06;SP;Taiúva;city;913;14;True;5564.0;3553203.0;16409.05823;0.0153;366 º;760;0732;0835;718
2021-12-06;SP;Tambaú;city;2510;50;True;23232.0;3553302.0;10804.06336;0.0199;993 º;731;0729;0858;624
2021-12-06;SP;Tanabi;city;4876;116;True;26101.0;3553401.0;18681.27658;0.0238;583 º;748;0735;0829;687
2021-12-06;SP;Tapiraí;city;859;10;True;7766.0;3553500.0;11061.03528;0.0116;2412 º;681;0647;0846;578
2021-12-06;SP;Tapiratiba;city;1769;35;True;12950.0;3553609.0;13660.23166;0.0198;526 º;751;0703;0870;692
2021-12-06;SP;Taquaral;city;371;11;True;2813.0;3553658.0;13188.76644;0.0296;383 º;759;0742;0823;716
2021-12-06;SP;Taquaritinga;city;6722;209;True;57364.0;3553708.0;11718.15076;0.0311;583 º;748;0727;0827;696
2021-12-06;SP;Taquarituba;city;3840;110;True;23256.0;3553807.0;16511.86791;0.0286;1866 º;701;0700;0811;606
2021-12-06;SP;Taquarivaí;city;541;20;True;5911.0;3553856.0;9152.42768;0.037;2462 º;679;0617;0811;626
2021-12-06;SP;Tarabai;city;884;30;True;7540.0;3553906.0;11724.13793;0.0339;1133 º;726;0666;0823;697
2021-12-06;SP;Tarumã;city;1783;53;True;15183.0;3553955.0;11743.39722;0.0297;488 º;753;0738;0852;680
2021-12-06;SP;Tatuí;city;12478;463;True;122967.0;3554003.0;10147.43793;0.0371;508 º;752;0734;0842;688
2021-12-06;SP;Taubaté;city;29107;1013;True;317915.0;3554102.0;9155.5919;0.0348;40 º;800;0778;0883;746
2021-12-06;SP;Tejupá;city;143;9;True;4491.0;3554201.0;3184.14607;0.0629;2716 º;668;0668;0794;563
2021-12-06;SP;Teodoro Sampaio;city;3001;51;True;23273.0;3554300.0;12894.77076;0.017;743 º;741;0699;0856;679
2021-12-06;SP;Terra Roxa;city;1178;33;True;9437.0;3554409.0;12482.78054;0.028;562 º;749;0732;0838;684
2021-12-06;SP;Tietê;city;4373;119;True;42517.0;3554508.0;10285.29765;0.0272;145 º;778;0764;0884;698
2021-12-06;SP;Timburi;city;175;9;True;2652.0;3554607.0;6598.79336;0.0514;1595 º;710;0688;0826;629
2021-12-06;SP;Torre de Pedra;city;187;11;True;2422.0;3554656.0;7720.89182;0.0588;1486 º;714;0679;0829;647
2021-12-06;SP;Torrinha;city;1706;22;True;10056.0;3554706.0;16964.99602;0.0129;667 º;744;0734;0852;658
2021-12-06;SP;Trabiju;city;223;3;True;1738.0;3554755.0;12830.84005;0.0135;1244 º;722;0666;0811;697
2021-12-06;SP;Tremembé;city;2739;57;True;47714.0;3554805.0;5740.45354;0.0208;92 º;785;0769;0873;720
2021-12-06;SP;Três Fronteiras;city;887;35;True;5832.0;3554904.0;15209.19067;0.0395;488 º;753;0710;0829;726
2021-12-06;SP;Tuiuti;city;489;3;True;6977.0;3554953.0;7008.74301;0.0061;1081 º;728;0702;0871;630
2021-12-06;SP;Tupã;city;7204;275;True;65570.0;3555000.0;10986.73174;0.0382;220 º;771;0764;0852;704
2021-12-06;SP;Tupi Paulista;city;1709;49;True;15583.0;3555109.0;10967.07951;0.0287;238 º;769;0762;0835;715
2021-12-06;SP;Turiúba;city;185;4;True;2020.0;3555208.0;9158.41584;0.0216;526 º;751;0713;0824;721
2021-12-06;SP;Turmalina;city;213;5;True;1696.0;3555307.0;12558.96226;0.0235;876 º;736;0724;0817;675
2021-12-06;SP;Ubarana;city;1083;18;True;6400.0;3555356.0;16921.875;0.0166;1904 º;700;0672;0844;604
2021-12-06;SP;Ubatuba;city;8110;136;True;91824.0;3555406.0;8832.11361;0.0168;526 º;751;0741;0841;679
2021-12-06;SP;Ubirajara;city;568;11;True;4804.0;3555505.0;11823.48043;0.0194;1107 º;727;0689;0829;674
2021-12-06;SP;Uchoa;city;1467;30;True;10151.0;3555604.0;14451.77815;0.0204;1266 º;721;0708;0823;644
2021-12-06;SP;União Paulista;city;230;6;True;1865.0;3555703.0;12332.43968;0.0261;562 º;749;0697;0863;699
2021-12-06;SP;Urânia;city;1418;41;True;9120.0;3555802.0;15548.24561;0.0289;628 º;746;0727;0804;709
2021-12-06;SP;Uru;city;172;5;True;1153.0;3555901.0;14917.60624;0.0291;1546 º;712;0678;0832;639
2021-12-06;SP;Urupês;city;887;47;True;13888.0;3556008.0;6386.80876;0.053;648 º;745;0741;0817;683
2021-12-06;SP;Valentim Gentil;city;2543;69;True;13532.0;3556107.0;18792.49187;0.0271;897 º;735;0708;0810;692
2021-12-06;SP;Valinhos;city;15355;430;True;131210.0;3556206.0;11702.61413;0.028;12 º;819;0848;0850;763
2021-12-06;SP;Valparaíso;city;3128;82;True;26822.0;3556305.0;11662.06845;0.0262;1154 º;725;0719;0825;643
2021-12-06;SP;Vargem;city;416;10;True;10692.0;3556354.0;3890.75945;0.024;1934 º;699;0690;0839;591
2021-12-06;SP;Vargem Grande do Sul;city;3276;106;True;43110.0;3556404.0;7599.16493;0.0324;850 º;737;0721;0863;643
2021-12-06;SP;Vargem Grande Paulista;city;3340;112;True;53468.0;3556453.0;6246.72701;0.0335;227 º;770;0755;0884;683
2021-12-06;SP;Várzea Paulista;city;9443;266;True;123071.0;3556503.0;7672.80675;0.0282;383 º;759;0720;0863;705
2021-12-06;SP;Vera Cruz;city;666;38;True;10823.0;3556602.0;6153.56186;0.0571;467 º;754;0722;0830;715
2021-12-06;SP;Vinhedo;city;10723;215;True;80111.0;3556701.0;13385.17807;0.0201;13 º;817;0840;0878;739
2021-12-06;SP;Viradouro;city;2137;93;True;19017.0;3556800.0;11237.31398;0.0435;795 º;739;0717;0823;683
2021-12-06;SP;Vista Alegre do Alto;city;1161;20;True;8989.0;3556909.0;12915.78596;0.0172;667 º;744;0726;0840;676
2021-12-06;SP;Vitória Brasil;city;250;9;True;1846.0;3556958.0;13542.79523;0.036;1154 º;725;0686;0811;685
2021-12-06;SP;Votorantim;city;11730;529;True;123599.0;3557006.0;9490.36805;0.0451;265 º;767;0720;0838;747
2021-12-06;SP;Votuporanga;city;16382;462;True;95338.0;3557105.0;17183.07495;0.0282;67 º;790;0772;0857;744
2021-12-06;SP;Zacarias;city;269;10;True;2752.0;3557154.0;9774.7093;0.0372;1052 º;729;0695;0826;674
2021-12-01;BA;Abaíra;city;300;12;True;8710.0;2900108.0;3444.31688;0.04;4081 º;603;0577;0746;510
2021-12-01;BA;Abaré;city;1162;11;True;20347.0;2900207.0;5710.91561;0.0095;4742 º;575;0533;0776;460
2021-12-01;BA;Acajutiba;city;575;21;True;15187.0;2900306.0;3786.13288;0.0365;4590 º;582;0560;0723;487
2021-12-01;BA;Adustina;city;1098;27;True;17126.0;2900355.0;6411.30445;0.0246;5253 º;546;0526;0718;432
2021-12-01;BA;Água Fria;city;206;13;True;17033.0;2900405.0;1209.41701;0.0631;5194 º;550;0529;0747;422
2021-12-01;BA;Aiquara;city;505;12;True;4416.0;2900603.0;11435.68841;0.0238;4562 º;583;0573;0733;471
2021-12-01;BA;Alagoinhas;city;14610;325;True;152327.0;2900702.0;9591.20839;0.0222;2359 º;683;0681;0790;592
2021-12-01;BA;Alcobaça;city;1791;30;True;22490.0;2900801.0;7963.53935;0.0168;3957 º;608;0611;0771;476
2021-12-01;BA;Almadina;city;647;11;True;5366.0;2900900.0;12057.39843;0.017;4984 º;563;0563;0751;421
2021-12-01;BA;Amargosa;city;3240;57;True;37441.0;2901007.0;8653.61502;0.0176;3587 º;625;0616;0807;492
2021-12-01;BA;Amélia Rodrigues;city;2445;51;True;25048.0;2901106.0;9761.25838;0.0209;2759 º;666;0609;0810;600
2021-12-01;BA;América Dourada;city;964;13;True;16090.0;2901155.0;5991.29894;0.0135;5027 º;561;0506;0751;464
2021-12-01;BA;Anagé;city;1152;30;True;21607.0;2901205.0;5331.6055;0.026;5325 º;540;0549;0771;371
2021-12-01;BA;Andaraí;city;952;10;True;13132.0;2901304.0;7249.46695;0.0105;5128 º;555;0540;0764;415
2021-12-01;BA;Andorinha;city;977;17;True;14503.0;2901353.0;6736.53727;0.0174;4444 º;588;0586;0731;474
2021-12-01;BA;Angical;city;862;20;True;13938.0;2901403.0;6184.5315;0.0232;3587 º;625;0564;0778;556
2021-12-01;BA;Anguera;city;532;2;True;11297.0;2901502.0;4709.21484;0.0038;4416 º;589;0565;0766;471
2021-12-01;BA;Antas;city;1319;13;True;19479.0;2901601.0;6771.39484;0.0099;4331 º;592;0573;0739;491
2021-12-01;BA;Antônio Cardoso;city;636;11;True;11677.0;2901700.0;5446.60444;0.0173;5027 º;561;0544;0768;422
2021-12-01;BA;Antônio Gonçalves;city;918;10;True;11878.0;2901809.0;7728.57383;0.0109;4198 º;598;0580;0741;498
2021-12-01;BA;Aporá;city;676;19;True;17788.0;2901908.0;3800.31482;0.0281;5225 º;548;0516;0751;425
2021-12-01;BA;Apuarema;city;777;11;True;7302.0;2901957.0;10640.9203;0.0142;5169 º;552;0555;0735;413
2021-12-01;BA;Aracatu;city;914;18;True;13045.0;2902005.0;7006.51591;0.0197;4614 º;581;0591;0754;439
2021-12-01;BA;Araci;city;3853;55;True;54648.0;2902104.0;7050.57825;0.0143;5366 º;534;0534;0747;381
2021-12-01;BA;Aramari;city;694;14;True;11461.0;2902203.0;6055.31804;0.0202;4444 º;588;0568;0761;470
2021-12-01;BA;Arataca;city;791;15;True;10961.0;2902252.0;7216.49485;0.019;5066 º;559;0557;0758;413
2021-12-01;BA;Aratuípe;city;499;12;True;8837.0;2902302.0;5646.71269;0.024;4742 º;575;0570;0753;443
2021-12-01;BA;Aurelino Leal;city;1094;35;True;11299.0;2902401.0;9682.27277;0.032;4884 º;568;0555;0759;434
2021-12-01;BA;Baianópolis;city;983;20;True;13929.0;2902500.0;7057.21875;0.0203;4416 º;589;0543;0763;492
2021-12-01;BA;Baixa Grande;city;1043;19;True;20449.0;2902609.0;5100.49391;0.0182;4515 º;585;0549;0775;471
2021-12-01;BA;Banzaê;city;1195;9;True;13240.0;2902658.0;9025.67976;0.0075;4654 º;579;0539;0769;468
2021-12-01;BA;Barra;city;2278;66;True;53910.0;2902708.0;4225.56112;0.029;5098 º;557;0503;0750;457
2021-12-01;BA;Barra da Estiva;city;2867;33;True;20392.0;2902807.0;14059.43507;0.0115;4742 º;575;0566;0717;469
2021-12-01;BA;Barra do Choça;city;2340;36;True;31209.0;2902906.0;7497.83716;0.0154;5186 º;551;0563;0770;386
2021-12-01;BA;Barra do Mendes;city;856;17;True;13833.0;2903003.0;6188.10092;0.0199;3487 º;630;0578;0784;553
2021-12-01;BA;Barra do Rocha;city;416;7;True;5612.0;2903102.0;7412.6871;0.0168;4695 º;577;0585;0705;465
2021-12-01;BA;Barreiras;city;20234;332;True;156975.0;2903201.0;12889.95063;0.0164;1266 º;721;0695;0807;668
2021-12-01;BA;Barro Alto;city;940;14;True;15054.0;2903235.0;6244.18759;0.0149;3984 º;607;0551;0739;550
2021-12-01;BA;Barrocas;city;948;27;True;16105.0;2903276.0;5886.37069;0.0285;3902 º;610;0574;0786;503
2021-12-01;BA;Barro Preto;city;658;12;True;5448.0;2903300.0;12077.82673;0.0182;4101 º;602;0576;0744;508
2021-12-01;BA;Belmonte;city;1260;26;True;23437.0;2903409.0;5376.11469;0.0206;4198 º;598;0577;0771;480
2021-12-01;BA;Belo Campo;city;991;18;True;17109.0;2903508.0;5792.27307;0.0182;4742 º;575;0562;0760;444
2021-12-01;BA;Biritinga;city;620;7;True;15984.0;2903607.0;3878.87888;0.0113;5339 º;538;0525;0738;402
2021-12-01;BA;Boa Nova;city;1039;22;True;12329.0;2903706.0;8427.28526;0.0212;4903 º;567;0535;0753;453
2021-12-01;BA;Boa Vista do Tupim;city;291;11;True;18531.0;2903805.0;1570.34159;0.0378;5186 º;551;0514;0729;447
2021-12-01;BA;Bom Jesus da Lapa;city;6238;98;True;69662.0;2903904.0;8954.66682;0.0157;3433 º;633;0615;0775;533
2021-12-01;BA;Bom Jesus da Serra;city;489;9;True;9823.0;2903953.0;4978.11259;0.0184;5253 º;546;0535;0749;407
2021-12-01;BA;Boninal;city;674;9;True;14446.0;2904001.0;4665.65139;0.0134;3866 º;612;0564;0789;514
2021-12-01;BA;Bonito;city;1091;14;True;16884.0;2904050.0;6461.73892;0.0128;5027 º;561;0552;0685;467
2021-12-01;BA;Boquira;city;895;21;True;21497.0;2904100.0;4163.37163;0.0235;4081 º;603;0564;0782;497
2021-12-01;BA;Botuporã;city;459;5;True;10129.0;2904209.0;4531.54309;0.0109;4742 º;575;0543;0754;464
2021-12-01;BA;Brejões;city;873;12;True;14222.0;2904308.0;6138.37716;0.0137;4215 º;597;0560;0775;490
2021-12-01;BA;Brejolândia;city;158;11;True;10618.0;2904407.0;1488.03918;0.0696;4331 º;592;0533;0746;523
2021-12-01;BA;Brotas de Macaúbas;city;329;8;True;10130.0;2904506.0;3247.77887;0.0243;4841 º;570;0552;0754;445
2021-12-01;BA;Brumado;city;9772;199;True;67335.0;2904605.0;14512.51207;0.0204;2986 º;656;0630;0807;554
2021-12-01;BA;Buerarema;city;1445;46;True;18306.0;2904704.0;7893.5868;0.0318;3847 º;613;0604;0772;495
2021-12-01;BA;Buritirama;city;874;24;True;21276.0;2904753.0;4107.91502;0.0275;4941 º;565;0504;0761;471
2021-12-01;BA;Caatiba;city;959;15;True;6488.0;2904803.0;14781.1344;0.0156;5027 º;561;0579;0752;406
2021-12-01;BA;Cabaceiras do Paraguaçu;city;796;5;True;18911.0;2904852.0;4209.19042;0.0063;4614 º;581;0525;0763;490
2021-12-01;BA;Cachoeira;city;1770;32;True;33567.0;2904902.0;5273.03602;0.0181;3172 º;647;0615;0762;577
2021-12-01;BA;Caculé;city;2783;21;True;23291.0;2905008.0;11948.82143;0.0075;3357 º;637;0621;0769;541
2021-12-01;BA;Caém;city;519;7;True;9058.0;2905107.0;5729.74166;0.0135;5253 º;546;0535;0701;434
2021-12-01;BA;Caetanos;city;785;11;True;14608.0;2905156.0;5373.7678;0.014;5293 º;542;0536;0725;409
2021-12-01;BA;Caetité;city;4065;43;True;51081.0;2905206.0;7957.94914;0.0106;3587 º;625;0631;0801;484
2021-12-01;BA;Cafarnaum;city;999;24;True;18513.0;2905305.0;5396.20807;0.024;4540 º;584;0554;0734;490
2021-12-01;BA;Cairu;city;1585;17;True;18427.0;2905404.0;8601.50866;0.0107;3534 º;627;0600;0807;510
2021-12-01;BA;Caldeirão Grande;city;576;6;True;13391.0;2905503.0;4301.39646;0.0104;4786 º;573;0526;0758;473
2021-12-01;BA;Camacan;city;3075;88;True;32006.0;2905602.0;9607.57358;0.0286;4614 º;581;0608;0768;419
2021-12-01;BA;Camaçari;city;25474;631;True;304302.0;2905701.0;8371.28905;0.0248;2078 º;694;0681;0798;616
2021-12-01;BA;Camamu;city;2510;58;True;35382.0;2905800.0;7094.0026;0.0231;4941 º;565;0562;0710;452
2021-12-01;BA;Campo Alegre de Lourdes;city;1093;37;True;28820.0;2905909.0;3792.5052;0.0339;5098 º;557;0516;0778;430
2021-12-01;BA;Campo Formoso;city;5378;76;True;71487.0;2906006.0;7523.04615;0.0141;4495 º;586;0566;0749;475
2021-12-01;BA;Canápolis;city;486;10;True;9703.0;2906105.0;5008.76018;0.0206;4941 º;565;0531;0732;463
2021-12-01;BA;Canarana;city;1522;39;True;26325.0;2906204.0;5781.57645;0.0256;4467 º;587;0555;0734;496
2021-12-01;BA;Canavieiras;city;1566;74;True;30906.0;2906303.0;5066.97729;0.0473;4395 º;590;0596;0796;434
2021-12-01;BA;Candeal;city;661;3;True;8181.0;2906402.0;8079.69686;0.0045;4467 º;587;0554;0787;465
2021-12-01;BA;Candeias;city;8372;195;True;87458.0;2906501.0;9572.59485;0.0233;2161 º;691;0652;0823;616
2021-12-01;BA;Candiba;city;792;16;True;14368.0;2906600.0;5512.24944;0.0202;4372 º;591;0578;0743;481
2021-12-01;BA;Cândido Sales;city;2073;53;True;25053.0;2906709.0;8274.45815;0.0256;4123 º;601;0565;0798;482
2021-12-01;BA;Cansanção;city;1001;39;True;34882.0;2906808.0;2869.6749;0.039;5098 º;557;0530;0745;438
2021-12-01;BA;Canudos;city;850;17;True;16753.0;2906824.0;5073.71814;0.02;5002 º;562;0554;0707;453
2021-12-01;BA;Capela do Alto Alegre;city;979;18;True;11616.0;2906857.0;8428.0303;0.0184;4167 º;599;0582;0770;480
2021-12-01;BA;Capim Grosso;city;3939;36;True;30862.0;2906873.0;12763.26874;0.0091;3680 º;621;0620;0752;514
2021-12-01;BA;Caraíbas;city;365;6;True;8801.0;2906899.0;4147.25599;0.0164;5128 º;555;0570;0739;405
2021-12-01;BA;Caravelas;city;1528;16;True;22093.0;2906907.0;6916.21781;0.0105;3771 º;616;0626;0791;473
2021-12-01;BA;Cardeal da Silva;city;401;6;True;9346.0;2907004.0;4290.60561;0.015;5169 º;552;0523;0735;437
2021-12-01;BA;Carinhanha;city;1416;33;True;29070.0;2907103.0;4871.00103;0.0233;4718 º;576;0525;0763;477
2021-12-01;BA;Casa Nova;city;2959;72;True;72545.0;2907202.0;4078.84761;0.0243;4841 º;570;0577;0736;435
2021-12-01;BA;Castro Alves;city;2252;41;True;26318.0;2907301.0;8556.88122;0.0182;3847 º;613;0591;0774;504
2021-12-01;BA;Catolândia;city;238;1;True;3599.0;2907400.0;6612.94804;0.0042;4590 º;582;0554;0786;452
2021-12-01;BA;Catu;city;6680;101;True;54970.0;2907509.0;12152.08295;0.0151;2503 º;677;0660;0814;578
2021-12-01;BA;Caturama;city;274;7;True;9316.0;2907558.0;2941.17647;0.0255;4827 º;571;0543;0770;446
2021-12-01;BA;Central;city;501;18;True;17280.0;2907608.0;2899.30556;0.0359;4238 º;596;0540;0728;538
2021-12-01;BA;Chorrochó;city;349;13;True;11200.0;2907707.0;3116.07143;0.0372;4144 º;600;0552;0779;503
2021-12-01;BA;Cícero Dantas;city;2411;47;True;32576.0;2907806.0;7401.15422;0.0195;4515 º;585;0590;0712;477
2021-12-01;BA;Cipó;city;1085;15;True;17352.0;2907905.0;6252.88151;0.0138;4123 º;601;0589;0744;496
2021-12-01;BA;Coaraci;city;1918;48;True;16549.0;2908002.0;11589.82416;0.025;3847 º;613;0615;0762;491
2021-12-01;BA;Cocos;city;1018;18;True;18807.0;2908101.0;5412.87818;0.0177;4238 º;596;0558;0805;471
2021-12-01;BA;Conceição da Feira;city;1796;33;True;22762.0;2908200.0;7890.34356;0.0184;3407 º;634;0606;0766;548
2021-12-01;BA;Conceição do Almeida;city;2678;28;True;17165.0;2908309.0;15601.51471;0.0105;3999 º;606;0578;0805;479
2021-12-01;BA;Conceição do Coité;city;8435;46;True;67013.0;2908408.0;12587.10996;0.0055;3884 º;611;0587;0752;517
2021-12-01;BA;Conceição do Jacuípe;city;3485;39;True;33398.0;2908507.0;10434.75657;0.0112;2828 º;663;0630;0799;579
2021-12-01;BA;Conde;city;1105;17;True;26035.0;2908606.0;4244.28654;0.0154;5049 º;560;0551;0705;451
2021-12-01;BA;Condeúba;city;1420;31;True;17178.0;2908705.0;8266.38724;0.0218;4590 º;582;0559;0789;447
2021-12-01;BA;Contendas do Sincorá;city;296;6;True;4045.0;2908804.0;7317.67614;0.0203;4695 º;577;0579;0695;477
2021-12-01;BA;Coração de Maria;city;1893;22;True;22495.0;2908903.0;8415.20338;0.0116;4331 º;592;0558;0762;489
2021-12-01;BA;Cordeiros;city;741;6;True;8642.0;2909000.0;8574.40407;0.0081;4654 º;579;0561;0763;454
2021-12-01;BA;Coribe;city;1185;17;True;14149.0;2909109.0;8375.15019;0.0143;4144 º;600;0545;0807;491
2021-12-01;BA;Coronel João Sá;city;1390;18;True;15717.0;2909208.0;8843.92696;0.0129;5361 º;535;0545;0716;392
2021-12-01;BA;Correntina;city;3426;49;True;32191.0;2909307.0;10642.72623;0.0143;4081 º;603;0575;0792;481
2021-12-01;BA;Cotegipe;city;806;23;True;13769.0;2909406.0;5853.72939;0.0285;4395 º;590;0545;0746;504
2021-12-01;BA;Cravolândia;city;468;2;True;5351.0;2909505.0;8746.02878;0.0043;4167 º;599;0559;0765;503
2021-12-01;BA;Crisópolis;city;445;16;True;21163.0;2909604.0;2102.72646;0.036;5288 º;543;0542;0765;387
2021-12-01;BA;Cristópolis;city;948;10;True;13947.0;2909703.0;6797.16068;0.0105;3820 º;614;0546;0766;553
2021-12-01;BA;Cruz das Almas;city;5518;69;True;63591.0;2909802.0;8677.32855;0.0125;1934 º;699;0659;0796;650
2021-12-01;BA;Curaçá;city;1443;32;True;34886.0;2909901.0;4136.32976;0.0222;4614 º;581;0544;0778;463
2021-12-01;BA;Dário Meira;city;964;20;True;10525.0;2910008.0;9159.14489;0.0207;5325 º;540;0522;0771;392
2021-12-01;BA;Dom Basílio;city;1079;16;True;12240.0;2910107.0;8815.35948;0.0148;4372 º;591;0547;0783;482
2021-12-01;BA;Dom Macedo Costa;city;392;7;True;4065.0;2910206.0;9643.29643;0.0179;3448 º;632;0598;0795;531
2021-12-01;BA;Elísio Medrado;city;593;9;True;8126.0;2910305.0;7297.56338;0.0152;3631 º;623;0590;0777;527
2021-12-01;BA;Encruzilhada;city;720;20;True;16446.0;2910404.0;4377.96425;0.0278;5277 º;544;0533;0754;400
2021-12-01;BA;Entre Rios;city;1856;47;True;41901.0;2910503.0;4429.48856;0.0253;3796 º;615;0602;0785;492
2021-12-01;BA;Érico Cardoso;city;332;5;True;10560.0;2900504.0;3143.93939;0.0151;4540 º;584;0558;0758;471
2021-12-01;BA;Esplanada;city;2150;35;True;37578.0;2910602.0;5721.43275;0.0163;4416 º;589;0589;0740;469
2021-12-01;BA;Euclides da Cunha;city;3639;62;True;60858.0;2910701.0;5979.49325;0.017;4903 º;567;0565;0749;430
2021-12-01;BA;Eunápolis;city;13160;232;True;114396.0;2910727.0;11503.89874;0.0176;2503 º;677;0687;0791;572
2021-12-01;BA;Fátima;city;1225;14;True;17845.0;2910750.0;6864.66797;0.0114;5066 º;559;0554;0686;459
2021-12-01;BA;Feira da Mata;city;345;6;True;5661.0;2910776.0;6094.32962;0.0174;4444 º;588;0527;0763;505
2021-12-01;BA;Feira de Santana;city;59439;1074;True;619609.0;2910800.0;9592.98525;0.0181;1546 º;712;0710;0820;619
2021-12-01;BA;Filadélfia;city;1065;30;True;16345.0;2910859.0;6515.75405;0.0282;4941 º;565;0553;0726;450
2021-12-01;BA;Firmino Alves;city;465;11;True;5629.0;2910909.0;8260.79233;0.0237;4670 º;578;0596;0699;464
2021-12-01;BA;Floresta Azul;city;850;19;True;10575.0;2911006.0;8037.82506;0.0224;5098 º;557;0548;0731;431
