Ranking IDHM 2010;Município;IDHM 2010;IDHM Renda 2010;IDHM Longevidade 2010;IDHM Educação 2010;Estado
4718 º;Riachão ;576;0572;0757;442;MA
4718 º;Tarrafas ;576;0529;0751;482;CE
4718 º;Pirapemas ;576;0501;0741;514;MA
4718 º;Alagoa Nova ;576;0567;0749;451;PB
4718 º;Coroatá ;576;0545;0737;475;MA
4718 º;Bela Vista do Piauí ;576;0520;0709;519;PI
4718 º;Gongogi ;576;0543;0773;456;BA
4718 º;Água Boa ;576;0594;0799;403;MG
4718 º;Poção de Pedras ;576;0543;0732;481;MA
4718 º;Porto Acre ;576;0593;0771;418;AC
4718 º;Vila Flor ;576;0561;0722;471;RN
4742 º;Piripá ;575;0547;0768;453;BA
4742 º;Saboeiro ;575;0533;0715;499;CE
4742 º;Montes Altos ;575;0534;0732;486;MA
4742 º;Belo Campo ;575;0562;0760;444;BA
4742 º;Jupi ;575;0560;0698;487;PE
4742 º;Parnaguá ;575;0526;0777;464;PI
4742 º;Junqueiro ;575;0586;0714;454;AL
4742 º;Mocajuba ;575;0539;0754;467;PA
4742 º;Jaqueira ;575;0557;0751;454;PE
4742 º;Paes Landim ;575;0537;0721;492;PI
4742 º;Itambé ;575;0566;0727;463;PE
4742 º;Botuporã ;575;0543;0754;464;BA
4742 º;Simões ;575;0560;0771;440;PI
4742 º;Capixaba ;575;0601;0794;398;AC
4742 º;Abaré ;575;0533;0776;460;BA
4742 º;Barra da Estiva ;575;0566;0717;469;BA
4742 º;Aratuípe ;575;0570;0753;443;BA
4742 º;Jitaúna ;575;0563;0704;479;BA
4742 º;Chã Preta ;575;0537;0737;481;AL
4742 º;Boa Hora ;575;0534;0772;460;PI
4742 º;Olinda Nova do Maranhão ;575;0495;0724;531;MA
4742 º;Várzea do Poço ;575;0581;0707;462;BA
4764 º;Riachão ;574;0515;0763;481;PB
4764 º;Baraúna ;574;0562;0756;446;RN
4764 º;Santa Inês ;574;0571;0704;470;BA
4764 º;Igrapiúna ;574;0565;0789;424;BA
4764 º;Brejinho ;574;0563;0681;493;PE
4764 º;Pedra Lavrada ;574;0564;0733;458;PB
4764 º;São Félix do Tocantins ;574;0,550td>;0771;446;TO
4764 º;Santo Antônio do Jacinto ;574;0575;0772;427;MG
4764 º;Carutapera ;574;0533;0747;476;MA
4764 º;Buriti dos Montes ;574;0527;0780;460;PI
4764 º;Maragogi ;574;0556;0766;443;AL
4764 º;Iaçu ;574;0588;0697;461;BA
4764 º;Pau D'Arco ;574;0571;0748;443;PA
4764 º;Catingueira ;574;0553;0753;455;PB
4764 º;Januário Cicco ;574;0511;0771;481;RN
4764 º;Pindoba ;574;0579;0703;465;AL
4764 º;Benjamin Constant ;574;0526;0763;471;AM
4764 º;Santana do Piauí ;574;0539;0736;476;PI
4764 º;Mogeiro ;574;0538;0732;481;PB
4764 º;Caiçara do Norte ;574;0572;0727;454;RN
4764 º;Bonito de Santa Fé ;574;0564;0786;427;PB
4764 º;Barreirinha ;574;0469;0774;522;AM
4786 º;Manoel Emídio ;573;0534;0758;466;PI
4786 º;Ipueiras ;573;0534;0735;479;CE
4786 º;Pedra Bonita ;573;0557;0740;457;MG
4786 º;São José da Laje ;573;0574;0755;434;AL
4786 º;São Sebastião do Tocantins ;573;0516;0748;487;TO
4786 º;Capela ;573;0554;0743;456;AL
4786 º;Nova Olinda ;573;0557;0744;453;PB
4786 º;Carnaubeira da Penha ;573;0491;0755;508;PE
4786 º;Cerro Azul ;573;0604;0797;391;PR
4786 º;Caldeirão Grande ;573;0526;0758;473;BA
4786 º;São José do Peixe ;573;0548;0766;449;PI
4786 º;Sossêgo ;573;0531;0769;460;PB
4786 º;Alcântara ;573;0525;0753;475;MA
4786 º;Tacaratu ;573;0521;0711;507;PE
4786 º;Cristalândia do Piauí ;573;0521;0770;469;PI
4786 º;Sobrado ;573;0525;0753;477;PB
4802 º;Alvorada de Minas ;572;0570;0794;414;MG
4802 º;São Brás ;572;0533;0732;480;AL
4802 º;Piaçabuçu ;572;0538;0727;479;AL
4802 º;Ouricuri ;572;0578;0773;419;PE
4802 º;Cumaru ;572;0553;0720;470;PE
4802 º;Angelim ;572;0555;0751;448;PE
4802 º;Santa Inês ;572;0540;0706;492;PB
4802 º;Olho D'Água ;572;0533;0776;452;PB
4802 º;Maturéia ;572;0540;0730;474;PB
4802 º;Itaeté ;572;0536;0719;485;BA
4802 º;Barra de São Miguel ;572;0584;0728;440;PB
4802 º;Água Branca ;572;0542;0712;484;PB
4802 º;Itapebi ;572;0568;0718;458;BA
4802 º;Touros ;572;0562;0716;466;RN
4802 º;Sítio Novo ;572;0528;0722;491;RN
4802 º;Mairi ;572;0575;0744;438;BA
4802 º;Matina ;572;0538;0740;469;BA
4802 º;Planaltino ;572;0573;0708;462;BA
4802 º;Rio Real ;572;0568;0729;452;BA
4802 º;Rio Grande do Piauí ;572;0552;0767;442;PI
4802 º;Tuntum ;572;0534;0726;483;MA
4802 º;São Bernardo ;572;0514;0762;479;MA
4802 º;Governador Eugênio Barros ;572;0550;0736;462;MA
4802 º;Riachinho ;572;0503;0760;490;TO
4802 º;Inhangapi ;572;0550;0748;456;PA
4827 º;Vieirópolis ;571;0537;0762;455;PB
4827 º;Calumbi ;571;0567;0715;460;PE
4827 º;Várzea Grande ;571;0554;0708;474;PI
4827 º;Santa Helena ;571;0531;0746;471;MA
4827 º;Novo Cruzeiro ;571;0562;0797;415;MG
4827 º;Itapitanga ;571;0536;0764;454;BA
4827 º;Pedro Ii ;571;0566;0767;428;PI
4827 º;Barroquinha ;571;0512;0720;505;CE
4827 º;Jussara ;571;0544;0720;476;BA
4827 º;Viçosa do Ceará ;571;0521;0753;475;CE
4827 º;Caturama ;571;0543;0770;446;BA
4827 º;Piatã ;571;0543;0769;447;BA
4827 º;Iramaia ;571;0543;0740;463;BA
4827 º;Palmeirante ;571;0564;0756;436;TO
4841 º;Lizarda ;570;0584;0765;415;TO
4841 º;Maracanã ;570;0534;0764;454;PA
4841 º;Juazeiro do Piauí ;570;0522;0753;470;PI
4841 º;Cuitegi ;570;0563;0732;450;PB
4841 º;Graça ;570;0514;0755;477;CE
4841 º;Graça Aranha ;570;0538;0748;459;MA
4841 º;Pitimbu ;570;0538;0753;456;PB
4841 º;Parambu ;570;0526;0764;460;CE
4841 º;Barreirinhas ;570;0515;0752;479;MA
4841 º;Santo Antônio do Retiro ;570;0504;0784;469;MG
4841 º;Nova Ibiá ;570;0620;0714;419;BA
4841 º;Riacho das Almas ;570;0586;0757;418;PE
4841 º;São Francisco do Piauí ;570;0557;0744;448;PI
4841 º;Brotas de Macaúbas ;570;0552;0754;445;BA
4841 º;Vitorino Freire ;570;0563;0688;477;MA
4841 º;Esperantina ;570;0495;0715;524;TO
4841 º;São João ;570;0565;0768;426;PE
4841 º;Lagoa de Dentro ;570;0539;0772;444;PB
4841 º;Casa Nova ;570;0577;0736;435;BA
4841 º;Araças ;570;0540;0744;462;BA
4841 º;Serra Redonda ;570;0565;0772;424;PB
4841 º;Campo Alegre ;570;0531;0742;470;AL
4841 º;Senador Georgino Avelino ;570;0543;0748;455;RN
4841 º;Ituaçu ;570;0565;0770;425;BA
4841 º;Japaratinga ;570;0560;0735;451;AL
4841 º;Novo Airão ;570;0551;0776;434;AM
4841 º;Mata Roma ;570;0483;0776;494;MA
4841 º;Juru ;570;0552;0758;443;PB
4869 º;Rio do Fogo ;569;0546;0738;457;RN
4869 º;Taipu ;569;0544;0778;435;RN
4869 º;Aiuaba ;569;0518;0749;474;CE
4869 º;Japi ;569;0528;0726;480;RN
4869 º;Caapiranga ;569;0544;0775;436;AM
4869 º;Centenário ;569;0571;0700;461;TO
4869 º;Maravilha ;569;0539;0742;460;AL
4869 º;Sapé ;569;0563;0711;461;PB
4869 º;Guajeru ;569;0548;0770;437;BA
4869 º;Jandaíra ;569;0561;0709;462;RN
4869 º;Igarapé do Meio ;569;0530;0687;506;MA
4869 º;Canhoba ;569;0553;0722;462;SE
4869 º;Panelas ;569;0546;0778;433;PE
4869 º;Governador Nunes Freire ;569;0540;0722;472;MA
4869 º;São João da Ponte ;569;0559;0786;419;MG
4884 º;Messias ;568;0557;0714;460;AL
4884 º;Igreja Nova ;568;0556;0771;428;AL
4884 º;Gonçalves Dias ;568;0542;0758;445;MA
4884 º;Anadia ;568;0546;0756;444;AL
4884 º;Careiro da Várzea ;568;0523;0779;450;AM
4884 º;Congonhas do Norte ;568;0566;0746;433;MG
4884 º;Cortês ;568;0541;0707;478;PE
4884 º;Salgado de São Félix ;568;0531;0770;448;PB
4884 º;General Sampaio ;568;0548;0744;449;CE
4884 º;Ourém ;568;0575;0727;438;PA
4884 º;Aurelino Leal ;568;0555;0759;434;BA
4884 º;Riacho dos Cavalos ;568;0546;0752;447;PB
4884 º;Breu Branco ;568;0555;0781;422;PA
4884 º;Porto da Folha ;568;0537;0739;462;SE
4884 º;Pedro Velho ;568;0562;0738;442;RN
4884 º;Bananeiras ;568;0555;0766;430;PB
4884 º;Caldas Brandão ;568;0562;0723;451;PB
4884 º;Apicum-Açu ;568;0529;0718;483;MA
4884 º;Sucupira do Riachão ;568;0538;0761;447;MA
4903 º;Pureza ;567;0516;0774;456;RN
4903 º;Jussari ;567;0577;0699;451;BA
4903 º;Rodrigues Alves ;567;0518;0736;477;AC
4903 º;Camalaú ;567;0549;0770;431;PB
4903 º;Santa Rosa do Piauí ;567;0539;0699;483;PI
4903 º;Boa Nova ;567;0535;0753;453;BA
4903 º;Juazeirinho ;567;0557;0753;435;PB
4903 º;Barra de Santana ;567;0526;0747;465;PB
4903 º;Magalhães de Almeida ;567;0502;0729;499;MA
4903 º;Araruna ;567;0549;0758;439;PB
4903 º;Canindé de São Francisco ;567;0566;0741;435;SE
4903 º;Massaranduba ;567;0552;0747;441;PB
4903 º;Santa Helena de Minas ;567;0531;0723;474;MG
4903 º;Euclides da Cunha ;567;0565;0749;430;BA
4903 º;Casinhas ;567;0518;0721;489;PE
4903 º;Nova Redenção ;567;0534;0723;471;BA
4903 º;Pedra ;567;0550;0743;445;PE
4903 º;São Miguel do Aleixo ;567;0571;0753;424;SE
4921 º;Nova Colinas ;566;0502;0749;481;MA
4921 º;Barcelona ;566;0564;0726;442;RN
4921 º;Major Isidoro ;566;0566;0755;424;AL
4921 º;Santo Antônio dos Lopes ;566;0547;0714;465;MA
4921 º;Concórdia do Pará ;566;0560;0741;438;PA
4921 º;Cubati ;566;0545;0742;448;PB
4921 º;Pimenteiras ;566;0553;0774;423;PI
4921 º;Teofilândia ;566;0571;0737;431;BA
4921 º;Jatobá do Piauí ;566;0525;0780;442;PI
4921 º;Uruoca ;566;0503;0745;485;CE
4921 º;Livramento ;566;0523;0732;473;PB
4921 º;Manoel Vitorino ;566;0538;0741;456;BA
4921 º;Vista Serrana ;566;0554;0773;424;PB
4921 º;Cristino Castro ;566;0586;0713;434;PI
4921 º;Mulungu do Morro ;566;0517;0753;466;BA
4921 º;Lagoa do Mato ;566;0525;0726;475;MA
4921 º;São José do Jacuri ;566;0582;0749;417;MG
4921 º;Calçado ;566;0529;0731;468;PE
4921 º;Serra Preta ;566;0541;0732;459;BA
4921 º;Taperoá ;566;0566;0754;426;BA
4941 º;Prata do Piauí ;565;0527;0764;448;PI
4941 º;Sambaíba ;565;0542;0728;456;MA
4941 º;Senhora do Porto ;565;0595;0802;378;MG
4941 º;São José do Divino ;565;0529;0775;440;PI
4941 º;Buritirama ;565;0504;0761;471;BA
4941 º;Boa Vista do Ramos ;565;0496;0750;484;AM
4941 º;Governador Archer ;565;0545;0687;481;MA
4941 º;Inhambupe ;565;0556;0757;429;BA
4941 º;Camamu ;565;0562;0710;452;BA
4941 º;Jardim de Angicos ;565;0557;0740;437;RN
4941 º;Palmópolis ;565;0559;0738;437;MG
4941 º;Canápolis ;565;0531;0732;463;BA
4941 º;Olho D'Água das Flores ;565;0568;0752;422;AL
4941 º;São José de Caiana ;565;0545;0762;434;PB
4941 º;São José de Princesa ;565;0533;0765;443;PB
4941 º;Mulungu ;565;0548;0778;423;PB
4941 º;Coivaras ;565;0543;0732;453;PI
4941 º;Mato Grosso ;565;0566;0760;419;PB
4941 º;Feliz Deserto ;565;0550;0708;462;AL
4941 º;Buriti dos Lopes ;565;0544;0735;452;PI
4941 º;Cantanhede ;565;0497;0774;468;MA
4941 º;Filadélfia ;565;0553;0726;450;BA
4941 º;Bodocó ;565;0543;0745;445;PE
4941 º;Vila Nova do Piauí ;565;0559;0685;471;PI
4965 º;Peritoró ;564;0499;0774;464;MA
4965 º;Gararu ;564;0544;0783;422;SE
4965 º;Sítio Novo ;564;0509;0774;456;MA
4965 º;Pio Ix ;564;0538;0758;440;PI
4965 º;Galinhos ;564;0578;0723;429;RN
4965 º;Pilõezinhos ;564;0532;0802;421;PB
4965 º;Alenquer ;564;0529;0779;436;PA
4965 º;Josenópolis ;564;0541;0782;424;MG
4965 º;Araripe ;564;0515;0759;459;CE
4965 º;Itapororoca ;564;0543;0757;437;PB
4965 º;Cacimba de Dentro ;564;0551;0777;419;PB
4965 º;Sítio do Mato ;564;0455;0774;509;BA
4965 º;Francinópolis ;564;0523;0722;475;PI
4965 º;Coelho Neto ;564;0544;0728;454;MA
4965 º;Água Azul do Norte ;564;0563;0797;399;PA
4965 º;Igaci ;564;0547;0774;424;AL
4965 º;Baixa Grande do Ribeiro ;564;0537;0751;446;PI
4965 º;Rafael Jambeiro ;564;0538;0768;435;BA
4965 º;Teotônio Vilela ;564;0549;0700;466;AL
4984 º;Porto Alegre do Piauí ;563;0539;0732;452;PI
4984 º;Salgadinho ;563;0531;0739;454;PB
4984 º;Ilha Grande ;563;0534;0708;472;PI
4984 º;Vertente do Lério ;563;0532;0726;461;PE
4984 º;Presidente Juscelino ;563;0452;0743;532;MA
4984 º;Codajás ;563;0546;0775;421;AM
4984 º;Eirunepé ;563;0548;0756;431;AM
4984 º;Patos do Piauí ;563;0529;0755;448;PI
4984 º;Faro ;563;0501;0756;470;PA
4984 º;Heliópolis ;563;0547;0748;437;BA
4984 º;Minador do Negrão ;563;0541;0767;430;AL
4984 º;Almadina ;563;0563;0751;421;BA
4984 º;São Miguel da Baixa Grande ;563;0557;0774;413;PI
4984 º;Presidente Juscelino ;563;0552;0713;453;RN
4984 º;Piçarra ;563;0561;0792;402;PA
4984 º;Bom Conselho ;563;0585;0704;433;PE
4984 º;Madeiro ;563;0472;0772;489;PI
4984 º;Lagoa ;563;0533;0747;448;PB
5002 º;Cajazeiras do Piauí ;562;0525;0752;449;PI
5002 º;Brejo da Madre de Deus ;562;0581;0734;417;PE
5002 º;Marcolândia ;562;0578;0700;438;PI
5002 º;Matias Olímpio ;562;0521;0779;438;PI
5002 º;Orizânia ;562;0551;0778;414;MG
5002 º;Jundiá ;562;0573;0715;434;AL
5002 º;Nazarezinho ;562;0528;0747;449;PB
5002 º;Ilha das Flores ;562;0514;0735;469;SE
5002 º;Ponta de Pedras ;562;0558;0773;412;PA
5002 º;Malhada ;562;0532;0734;454;BA
5002 º;Novo Oriente do Piauí ;562;0547;0775;418;PI
5002 º;Palmeirais ;562;0515;0776;443;PI
5002 º;Trairão ;562;0594;0763;392;PA
5002 º;Cajueiro ;562;0542;0691;473;AL
5002 º;Canudos ;562;0554;0707;453;BA
5002 º;Itatira ;562;0514;0747;463;CE
5002 º;Pedro Laurentino ;562;0479;0746;496;PI
5002 º;Areia de Baraúnas ;562;0566;0680;462;PB
5002 º;Itatuba ;562;0549;0742;436;PB
5002 º;Barra de Santa Rosa ;562;0542;0753;434;PB
5002 º;Itaguaçu da Bahia ;562;0550;0740;435;BA
5002 º;Potengi ;562;0529;0759;441;CE
5002 º;Sebastião Leal ;562;0516;0736;467;PI
5002 º;Bom Lugar ;562;0486;0741;493;MA
5002 º;Brejo ;562;0517;0758;454;MA
5027 º;Marcionílio Souza ;561;0518;0737;463;BA
5027 º;Atalaia ;561;0545;0752;431;AL
5027 º;Bonito ;561;0559;0754;420;PE
5027 º;Anori ;561;0540;0757;433;AM
5027 º;Geminiano ;561;0524;0755;446;PI
5027 º;Itaporanga D'Ajuda ;561;0548;0779;414;SE
5027 º;Turiaçu ;561;0493;0776;461;MA
5027 º;Poço Verde ;561;0563;0751;417;SE
5027 º;Tutóia ;561;0543;0722;451;MA
5027 º;América Dourada ;561;0506;0751;464;BA
5027 º;João Costa ;561;0510;0752;460;PI
5027 º;Cândido Mendes ;561;0520;0745;456;MA
5027 º;Antônio Cardoso ;561;0544;0768;422;BA
5027 º;Dirceu Arcoverde ;561;0563;0718;436;PI
5027 º;Paulino Neves ;561;0481;0720;511;MA
5027 º;Passagem Franca do Piauí ;561;0594;0758;393;PI
5027 º;Socorro do Piauí ;561;0513;0739;465;PI
5027 º;Joselândia ;561;0533;0743;445;MA
5027 º;Caatiba ;561;0579;0752;406;BA
5027 º;Jatobá ;561;0522;0702;481;MA
5027 º;Bonito ;561;0552;0685;467;BA
5027 º;Monsenhor Hipólito ;561;0591;0739;404;PI
5049 º;Campo Grande do Piauí ;560;0545;0721;446;PI
5049 º;Sericita ;560;0602;0776;375;MG
5049 º;Eldorado dos Carajás ;560;0572;0757;405;PA
5049 º;Arraial ;560;0514;0761;449;PI
5049 º;Borba ;560;0532;0776;425;AM
5049 º;Goianésia do Pará ;560;0585;0743;404;PA
5049 º;Pilões ;560;0559;0767;409;PB
5049 º;Nordestina ;560;0507;0743;467;BA
5049 º;Amaturá ;560;0499;0773;455;AM
5049 º;São Gonçalo do Gurguéia ;560;0572;0701;438;PI
5049 º;Conde ;560;0551;0705;451;BA
5049 º;Fagundes ;560;0543;0749;432;PB
5049 º;Ourolândia ;560;0547;0701;459;BA
5049 º;Una ;560;0584;0710;424;BA
5049 º;Japoatã ;560;0551;0700;455;SE
5049 º;Planalto ;560;0557;0738;428;BA
5049 º;Boqueirão do Piauí ;560;0555;0729;434;PI
5066 º;Presidente Tancredo Neves ;559;0566;0727;424;BA
5066 º;Arataca ;559;0557;0758;413;BA
5066 º;Pedra Grande ;559;0526;0773;430;RN
5066 º;Olindina ;559;0534;0810;403;BA
5066 º;Betânia ;559;0533;0742;441;PE
5066 º;Irituia ;559;0536;0763;427;PA
5066 º;Fátima ;559;0554;0686;459;BA
5066 º;Quebrangulo ;559;0536;0775;421;AL
5066 º;Pajeú do Piauí ;559;0560;0732;427;PI
5066 º;Granja ;559;0495;0778;453;CE
5066 º;Campestre ;559;0550;0729;435;AL
5066 º;São João da Canabrava ;559;0539;0726;446;PI
5066 º;São João da Varjota ;559;0536;0708;460;PI
5066 º;Saloá ;559;0559;0744;421;PE
5066 º;Gentio do Ouro ;559;0523;0743;450;BA
5081 º;Alto Alegre do Pindaré ;558;0465;0774;483;MA
5081 º;Bom Jesus das Selvas ;558;0537;0751;431;MA
5081 º;Guaratinga ;558;0559;0766;406;BA
5081 º;Borborema ;558;0544;0750;426;PB
5081 º;Ibirapitanga ;558;0561;0748;415;BA
5081 º;Bernardino Batista ;558;0526;0716;462;PB
5081 º;Pedra Preta ;558;0530;0752;435;RN
5081 º;Rio Vermelho ;558;0566;0787;389;MG
5081 º;Nova Olinda do Norte ;558;0541;0780;412;AM
5081 º;Morpará ;558;0536;0732;444;BA
5081 º;Espírito Santo ;558;0549;0748;423;RN
5081 º;Jacaraú ;558;0554;0720;435;PB
5081 º;Baraúna ;558;0526;0718;459;PB
5081 º;São Sebastião da Boa Vista ;558;0520;0760;439;PA
5081 º;Santo Antônio do Itambé ;558;0537;0794;408;MG
5081 º;Caraí ;558;0549;0781;405;MG
5081 º;Palestina ;558;0505;0735;467;AL
5098 º;Palmeira do Piauí ;557;0570;0704;431;PI
5098 º;Barra ;557;0503;0750;457;BA
5098 º;Serra Azul de Minas ;557;0537;0809;398;MG
5098 º;Tobias Barreto ;557;0609;0702;404;SE
5098 º;Careiro ;557;0515;0779;431;AM
5098 º;Campo Alegre de Lourdes ;557;0516;0778;430;BA
5098 º;Montanhas ;557;0553;0700;447;RN
5098 º;Santa Cruz do Arari ;557;0483;0775;461;PA
5098 º;Cansanção ;557;0530;0745;438;BA
5098 º;Barra de Santo Antônio ;557;0552;0732;428;AL
5098 º;Beneditinos ;557;0561;0780;394;PI
5098 º;Barreiras do Piauí ;557;0560;0730;423;PI
5098 º;São José dos Basílios ;557;0501;0719;480;MA
5098 º;São Félix de Balsas ;557;0517;0778;430;MA
5098 º;Imaculada ;557;0524;0715;461;PB
5098 º;Presidente Sarney ;557;0486;0752;472;MA
5098 º;Floresta Azul ;557;0548;0731;431;BA
5098 º;Lago Verde ;557;0508;0731;466;MA
5116 º;Flores ;556;0544;0745;423;PE
5116 º;Santa Luzia ;556;0564;0768;396;BA
5116 º;Buriticupu ;556;0533;0708;455;MA
5116 º;São Miguel do Tapuio ;556;0508;0780;434;PI
5116 º;Ninheira ;556;0525;0784;418;MG
5116 º;Formosa da Serra Negra ;556;0485;0774;459;MA
5116 º;Itabaianinha ;556;0555;0761;407;SE
5116 º;Jaguaripe ;556;0552;0763;407;BA
5116 º;São José dos Cordeiros ;556;0542;0778;407;PB
5116 º;Jequiá da Praia ;556;0517;0772;430;AL
5116 º;Palmeirândia ;556;0488;0715;492;MA
5116 º;Gurinhém ;556;0544;0728;435;PB
5128 º;Venha-Ver ;555;0501;0722;473;RN
5128 º;Seridó ;555;0528;0714;453;PB
5128 º;Cocal de Telha ;555;0550;0780;399;PI
5128 º;São Bento do Norte ;555;0541;0760;415;RN
5128 º;Curralinhos ;555;0512;0762;438;PI
5128 º;Nova Soure ;555;0548;0712;439;BA
5128 º;Novo Oriente de Minas ;555;0568;0754;400;MG
5128 º;Pacatuba ;555;0514;0731;454;SE
5128 º;Santa Quitéria do Maranhão ;555;0490;0760;458;MA
5128 º;Jurema ;555;0511;0767;435;PI
5128 º;Tanque D'Arca ;555;0531;0748;430;AL
5128 º;Tufilândia ;555;0502;0709;481;MA
5128 º;Riachão do Poço ;555;0537;0748;426;PB
5128 º;Várzea Nova ;555;0543;0685;460;BA
5128 º;Teolândia ;555;0541;0756;418;BA
5128 º;Amarante do Maranhão ;555;0541;0716;441;MA
5128 º;Andaraí ;555;0540;0764;415;BA
5128 º;Caraíbas ;555;0570;0739;405;BA
5146 º;Nova Santa Rita ;554;0520;0770;425;PI
5146 º;Bela Vista do Maranhão ;554;0515;0735;450;MA
5146 º;Alto Alegre do Maranhão ;554;0516;0744;444;MA
5146 º;Joaquim Nabuco ;554;0561;0676;449;PE
5146 º;Penalva ;554;0519;0693;472;MA
5146 º;Tacaimbó ;554;0536;0748;423;PE
5146 º;Avelino Lopes ;554;0532;0722;442;PI
5146 º;Novo Aripuanã ;554;0532;0759;421;AM
5146 º;São Luis do Piauí ;554;0520;0757;433;PI
5146 º;Novo Triunfo ;554;0513;0769;430;BA
5146 º;Oliveira dos Brejinhos ;554;0533;0747;427;BA
5157 º;Monte Alegre de Sergipe ;553;0539;0726;431;SE
5157 º;Francisco Macedo ;553;0567;0701;425;PI
5157 º;Jiquiriçá ;553;0558;0763;397;BA
5157 º;Imbé de Minas ;553;0572;0744;397;MG
5157 º;Capitão Gervásio Oliveira ;553;0503;0725;464;PI
5157 º;Cajapió ;553;0466;0720;505;MA
5157 º;Itaquara ;553;0539;0763;411;BA
5157 º;Água Preta ;553;0514;0761;432;PE
5157 º;Várzea Branca ;553;0518;0743;440;PI
5157 º;Cristinápolis ;553;0540;0755;414;SE
5157 º;Riachão do Bacamarte ;553;0561;0721;417;PB
5157 º;Lagoa de Pedras ;553;0529;0734;436;RN
5169 º;São João do Tigre ;552;0523;0758;424;PB
5169 º;São José do Jacuípe ;552;0555;0726;417;BA
5169 º;São José do Piauí ;552;0569;0700;423;PI
5169 º;Caracol ;552;0533;0771;409;PI
5169 º;Cruz do Espírito Santo ;552;0531;0778;408;PB
5169 º;Iguaí ;552;0559;0786;382;BA
5169 º;Junco do Maranhão ;552;0550;0690;443;MA
5169 º;Ibimirim ;552;0533;0706;446;PE
5169 º;Quipapá ;552;0530;0743;427;PE
5169 º;Itaipé ;552;0570;0759;388;MG
5169 º;Cardeal da Silva ;552;0523;0735;437;BA
5169 º;Xexéu ;552;0549;0703;436;PE
5169 º;Placas ;552;0541;0770;404;PA
5169 º;Jaramataia ;552;0532;0701;451;AL
5169 º;Lagoa da Canoa ;552;0541;0703;443;AL
5169 º;Bujaru ;552;0495;0779;437;PA
5169 º;Apuarema ;552;0555;0735;413;BA
5186 º;Tacima ;551;0513;0726;450;PB
5186 º;Manoel Urbano ;551;0586;0767;373;AC
5186 º;Lagoa dos Gatos ;551;0555;0725;416;PE
5186 º;Porto Real do Colégio ;551;0513;0758;431;AL
5186 º;Boa Vista do Tupim ;551;0514;0729;447;BA
5186 º;Belém do Piauí ;551;0537;0696;448;PI
5186 º;Barra do Choça ;551;0563;0770;386;BA
5186 º;Tomar do Geru ;551;0520;0746;432;SE
5194 º;Cajazeirinhas ;550;0521;0773;413;PB
5194 º;Água Fria ;550;0529;0747;422;BA
5194 º;Santa Luzia ;550;0525;0700;452;MA
5194 º;Domingos Mourão ;550;0547;0755;403;PI
5194 º;Ipecaetá ;550;0506;0776;424;BA
5194 º;Matões ;550;0519;0739;434;MA
5194 º;Cumaru do Norte ;550;0635;0795;330;PA
5194 º;Maranhãozinho ;550;0497;0719;465;MA
5194 º;Lagoa Alegre ;550;0538;0728;425;PI
5194 º;Jandaíra ;550;0511;0749;435;BA
5194 º;Jucati ;550;0541;0681;451;PE
5194 º;Ipubi ;550;0541;0712;433;PE
5194 º;São João do Araguaia ;550;0530;0741;424;PA
5194 º;Ielmo Marinho ;550;0521;0766;418;RN
5194 º;Morro do Chapéu do Piauí ;550;0536;0742;418;PI
5209 º;Ipirá ;549;0568;0748;390;BA
5209 º;Parazinho ;549;0543;0719;424;RN
5209 º;Paulo Ramos ;549;0546;0677;447;MA
5209 º;Dom Inocêncio ;549;0498;0756;439;PI
5209 º;São Sebastião ;549;0537;0714;432;AL
5209 º;Saúde ;549;0546;0685;442;BA
5209 º;Altamira do Maranhão ;549;0486;0719;473;MA
5209 º;Água Branca ;549;0527;0728;432;AL
5209 º;Capoeiras ;549;0529;0746;419;PE
5209 º;São Vicente Ferrer ;549;0558;0715;414;PE
5209 º;Porto ;549;0537;0758;406;PI
5209 º;Santa Cruz ;549;0522;0722;438;PE
5209 º;Muquém de São Francisco ;549;0488;0761;445;BA
5209 º;Araçagi ;549;0540;0745;412;PB
5209 º;Palmeirina ;549;0554;0681;438;PE
5209 º;Carauari ;549;0534;0745;416;AM
5225 º;Tonantins ;548;0508;0779;416;AM
5225 º;Rurópolis ;548;0548;0764;392;PA
5225 º;Jacuípe ;548;0532;0755;410;AL
5225 º;São Domingos ;548;0555;0754;394;PB
5225 º;São Miguel de Taipu ;548;0516;0721;443;PB
5225 º;Morros ;548;0485;0706;480;MA
5225 º;Mari ;548;0553;0692;429;PB
5225 º;Buriti ;548;0479;0714;480;MA
5225 º;Juripiranga ;548;0544;0677;448;PB
5225 º;Aporá ;548;0516;0751;425;BA
5225 º;Anapu ;548;0563;0788;371;PA
5225 º;Santa Maria do Cambucá ;548;0571;0735;393;PE
5225 º;Capitão Poço ;548;0573;0747;385;PA
5225 º;Aroeiras ;548;0537;0745;411;PB
5225 º;Pariconha ;548;0526;0754;416;AL
5225 º;Arara ;548;0569;0712;407;PB
5225 º;Algodão de Jandaíra ;548;0532;0749;413;PB
5225 º;Gilbués ;548;0574;0753;380;PI
5225 º;Fartura do Piauí ;548;0506;0738;441;PI
5244 º;Jeremoabo ;547;0561;0689;424;BA
5244 º;Ouro Branco ;547;0538;0700;434;AL
5244 º;Muaná ;547;0540;0775;391;PA
5244 º;Moju ;547;0578;0757;375;PA
5244 º;Flores do Piauí ;547;0525;0704;443;PI
